cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,278,1,31237334.24,"[""100000000437046100"", ""100000006866783100"", ""100000008477350100"", ""100000002957787100"", ""100000005910114100""]","Контур: 10 связующих, 20 консолидаторов, 2 распределителей, 11 транзитных; 1 seed. Внутри 72% наблюдаемого оборота; граница 63/278. Структурная гипотеза."
1,106,4,16242879.02,"[""100000005782781100"", ""100000001616816100"", ""100000004015047100"", ""100000005514161100"", ""100000006788200100""]","Контур: 6 консолидаторов, 3 распределителей, 4 транзитных; 4 seed. Внутри 84% наблюдаемого оборота; граница 2/106. Структурная гипотеза."
2,138,3,18838290.0,"[""100000003684369100"", ""100000008165763100"", ""100000008748914100"", ""100000008304139100"", ""100000005612411100""]","Контур: 3 связующих, 2 консолидаторов, 4 распределителей, 3 транзитных; 3 seed. Внутри 68% наблюдаемого оборота; граница 6/138. Структурная гипотеза."
3,41,1,4209955.28,"[""100000004156082100"", ""100000005339662100"", ""100000000076451100"", ""100000008625905100"", ""100000003159641100""]","Контур: 1 связующих, 3 транзитных; 1 seed. Внутри 88% наблюдаемого оборота; граница 3/41. Структурная гипотеза."
4,104,1,21747439.59,"[""100000008489922100"", ""100000008547948100"", ""100000008710791100"", ""100000008752616100"", ""100000004997515100""]","Контур: 2 связующих, 12 консолидаторов, 5 распределителей, 1 транзитных; 1 seed. Внутри 78% наблюдаемого оборота; граница 36/104. Структурная гипотеза."
5,4,0,460000.0,"[""100000006069103100"", ""100000000201868100"", ""100000003192220100"", ""100000006787636100""]",Контур: 2 транзитных; 0 seed. Внутри 92% наблюдаемого оборота; граница 0/4. Структурная гипотеза.
6,5,0,1189154.0,"[""100000000291906100"", ""100000004670388100"", ""100000000291908100"", ""100000004722630100"", ""100000004691350100""]",Контур: 1 транзитных; 0 seed. Внутри 99% наблюдаемого оборота; граница 2/5. Структурная гипотеза.
7,53,1,2993313.0,"[""100000001899164100"", ""100000003265158100"", ""100000002193259100"", ""100000004386258100"", ""100000004420041100""]","Контур: 2 консолидаторов, 1 распределителей, 3 транзитных; 1 seed. Внутри 88% наблюдаемого оборота; граница 8/53. Структурная гипотеза."
8,133,0,17433528.0,"[""100000008603629100"", ""100000001857829100"", ""100000007908818100"", ""100000000661912100"", ""100000002723538100""]","Контур: 3 связующих, 2 консолидаторов, 3 распределителей, 3 транзитных; 0 seed. Внутри 70% наблюдаемого оборота; граница 49/133. Структурная гипотеза."
9,6,1,1615030.0,"[""100000008736940100"", ""100000008193577100"", ""100000008659445100"", ""100000008751429100"", ""100000005456919100""]",Контур: 1 консолидаторов; 1 seed. Внутри 100% наблюдаемого оборота; граница 0/6. Структурная гипотеза.
